/home/william/ch3-1_hw/HPC-I_mat-mul/mat_mul_a,199444.0000,90151.0000,2.2123,343.0799,67.9637,0.0000,0.0000,0.0000,0.1453,95.4243,46.5219,0.0000,0.0000,0.0000,0.0424,27.8140,13.5601,427.2687,116.4114,74.9265,0.3431,0.2332,0.6796,0.1164,0.0749
/usr/lib/x86_64-linux-gnu/libgomp.so.1.0.0,621.0000,46.0000,13.5000,2826.0870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8261,0.0000,0.0000,0.0000,0.0000
/usr/lib/x86_64-linux-gnu/libc.so.6,47.0000,1.0000,47.0000,15000.0000,50.0000,0.0000,0.0000,0.0000,1600.0000,0.0000,4500.0000,0.0000,0.0000,0.0000,10.6667,0.0000,30.0000,0.0000,0.0000,100.0000,15.0000,7.5000,0.5000,0.0000,0.1000


FUNCTION SUMMARY
FUNCTION,"CYCLES_NOT_IN_HALT","RETIRED_INST","CPI","L1_DC_ACCESSES (PTI)","%L1_DC_MISSES","L1_DEMAND_DC_REFILLS_REMOTE_DRAM (PTI)","L1_DEMAND_DC_REFILLS_REMOTE_CACHE (PTI)","L1_DEMAND_DC_REFILLS_EXTERNAL_CACHE_LOCAL (PTI)","L1_DEMAND_DC_REFILLS_LOCAL_DRAM (PTI)","L1_DEMAND_DC_REFILLS_LOCAL_CACHE (PTI)","L1_DEMAND_DC_REFILLS_LOCAL_L2 (PTI)","%L1_DEMAND_DC_REFILLS_REMOTE_DRAM","%L1_DEMAND_DC_REFILLS_REMOTE_CACHE","%L1_DEMAND_DC_REFILLS_EXTERNAL_CACHE_LOCAL","%L1_DEMAND_DC_REFILLS_LOCAL_DRAM","%L1_DEMAND_DC_REFILLS_LOCAL_CACHE","%L1_DEMAND_DC_REFILLS_LOCAL_L2","MISALIGNED_LOADS (PTI)","L1_DTLB_MISSES (PTI)","L2_DTLB_MISSES (PTI)","L1_DC_ACCESS_RATE","L1_DC_MISS_RATE","L1_DC_MISS_RATIO","L1_DTLB_MISS_RATE","L2_DTLB_MISS_RATE",MODULE
"mat_mul._omp_fn.0",199444.0000,90151.0000,2.2123,343.0799,67.9637,0.0000,0.0000,0.0000,0.1453,95.4243,46.5219,0.0000,0.0000,0.0000,0.0424,27.8140,13.5601,427.2687,116.4114,74.9265,0.3431,0.2332,0.6796,0.1164,0.0749,/home/william/ch3-1_hw/HPC-I_mat-mul/mat_mul_a
"libgomp.so.1.0.0!0x258a2",559.0000,44.0000,12.7045,2568.1818,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5682,0.0000,0.0000,0.0000,0.0000,/usr/lib/x86_64-linux-gnu/libgomp.so.1.0.0
"libgomp.so.1.0.0!0x256c2",62.0000,2.0000,31.0000,8500.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5000,0.0000,0.0000,0.0000,0.0000,/usr/lib/x86_64-linux-gnu/libgomp.so.1.0.0
"libc.so.6!0x1a1bfa",47.0000,1.0000,47.0000,15000.0000,50.0000,0.0000,0.0000,0.0000,1600.0000,0.0000,4500.0000,0.0000,0.0000,0.0000,10.6667,0.0000,30.0000,0.0000,0.0000,100.0000,15.0000,7.5000,0.5000,0.0000,0.1000,/usr/lib/x86_64-linux-gnu/libc.so.6

Function Detail Data
